location,price,bill_of_sale,mortgage,repair,area_m2,number_of_room,floor,price_per_m2
Nəriman Nərimanov m.,273000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,176.0,3,11,2350.35568779757
Gənclik m.,450000,Çıxarış var,Ipoteka yoxdur,Təmirli,142.0,4,5,2404.484840820714
Nəriman Nərimanov m.,365000,Çıxarış var,İpoteka var,Təmirli,122.5,3,5,2350.35568779757
Nərimanov r.,508860,Çıxarış var,Ipoteka yoxdur,Təmirsiz,231.0,4,4,2262.3388868301045
Nəriman Nərimanov m.,159000,Çıxarış var,İpoteka var,Təmirli,55.0,2,5,2350.35568779757
Nəriman Nərimanov m.,258000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,105.0,2,10,2350.35568779757
Nəriman Nərimanov m.,314180,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,136.6,3,10,2350.35568779757
Nərimanov r.,379000,Çıxarış var,İpoteka var,Təmirli,150.0,3,6,2262.3388868301045
Dərnəgül m.,75000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,57.0,2,18,2143.023642504547
Gənclik m.,195000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,112.0,2,15,2404.484840820714
Nərimanov r.,160000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,64.0,2,2,2262.3388868301045
Nərimanov r.,290000,Çıxarış var,Ipoteka yoxdur,Təmirli,100.0,3,5,2262.3388868301045
Nəriman Nərimanov m.,129000,Çıxarış var,İpoteka var,Təmirli,55.0,1,4,2350.35568779757
Gənclik m.,265000,Çıxarış var,Ipoteka yoxdur,Təmirli,120.0,3,14,2404.484840820714
Nəriman Nərimanov m.,240000,Çıxarış var,İpoteka var,Təmirsiz,77.0,2,10,2350.35568779757
28 May m.,207000,Çıxarış var,İpoteka var,Təmirli,77.0,2,8,2292.720682644982
Nəriman Nərimanov m.,320000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,115.0,3,12,2350.35568779757
Nəriman Nərimanov m.,182000,Çıxarış var,İpoteka var,Təmirli,68.0,2,14,2350.35568779757
Gənclik m.,365000,Çıxarış var,Ipoteka yoxdur,Təmirli,135.0,3,6,2404.484840820714
Nəriman Nərimanov m.,186000,Çıxarış var,İpoteka var,Təmirli,83.0,2,7,2350.35568779757
Nəriman Nərimanov m.,212000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,106.0,2,8,2350.35568779757
Dərnəgül m.,165000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,85.0,3,12,2143.023642504547
Nəriman Nərimanov m.,320000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,112.0,3,12,2350.35568779757
Nəriman Nərimanov m.,185000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,66.0,2,12,2350.35568779757
Nərimanov r.,250000,Çıxarış var,Ipoteka yoxdur,Təmirli,78.0,3,15,2262.3388868301045
Nəriman Nərimanov m.,275000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,170.0,4,14,2350.35568779757
Nəriman Nərimanov m.,345000,Çıxarış var,İpoteka var,Təmirli,200.0,4,3,2350.35568779757
Nərimanov r.,285000,Çıxarış var,İpoteka var,Təmirli,110.0,2,12,2262.3388868301045
Nərimanov r.,178000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,142.0,3,8,2262.3388868301045
Nəriman Nərimanov m.,310000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,154.0,3,8,2350.35568779757
Nərimanov r.,385000,Çıxarış var,İpoteka var,Təmirli,145.2,3,11,2262.3388868301045
Nəriman Nərimanov m.,200000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,104.0,3,17,2350.35568779757
Nərimanov r.,508860,Çıxarış var,Ipoteka yoxdur,Təmirsiz,231.0,4,4,2262.3388868301045
Nərimanov r.,409400,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,178.0,4,16,2262.3388868301045
Nərimanov r.,335000,Çıxarış var,İpoteka var,Təmirsiz,210.0,4,8,2262.3388868301045
Nəriman Nərimanov m.,275000,Çıxarış var,İpoteka var,Təmirli,150.0,4,19,2350.35568779757
Nəriman Nərimanov m.,262000,Çıxarış var,Ipoteka yoxdur,Təmirli,108.0,3,14,2350.35568779757
Nəriman Nərimanov m.,182000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,70.0,2,3,2350.35568779757
Nəriman Nərimanov m.,145000,Çıxarış var,İpoteka var,Təmirli,68.0,2,3,2350.35568779757
Gənclik m.,250000,Çıxarış var,İpoteka var,Təmirli,78.0,3,15,2404.484840820714
Nəriman Nərimanov m.,195000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,68.0,2,9,2350.35568779757
Nəriman Nərimanov m.,230000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,99.0,2,10,2350.35568779757
Nəriman Nərimanov m.,295000,Çıxarış var,İpoteka var,Təmirli,125.0,3,15,2350.35568779757
Nəriman Nərimanov m.,290000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,176.0,4,7,2350.35568779757
Nərimanov r.,345000,Çıxarış var,İpoteka var,Təmirli,190.0,4,2,2262.3388868301045
Koroğlu m.,275000,Çıxarış var,İpoteka var,Təmirsiz,153.0,3,10,1573.4246575342465
Nərimanov r.,320000,Çıxarış var,İpoteka var,Təmirsiz,121.0,3,14,2262.3388868301045
Gənclik m.,327250,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,187.0,4,16,2404.484840820714
Nəriman Nərimanov m.,250000,Çıxarış var,Ipoteka yoxdur,Təmirli,172.0,5,13,2350.35568779757
Nərimanov r.,280000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,160.0,3,6,2262.3388868301045
Gənclik m.,180000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,60.0,2,2,2404.484840820714
Gənclik m.,285000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,110.0,3,5,2404.484840820714
Nəriman Nərimanov m.,215000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,81.0,3,13,2350.35568779757
Nəriman Nərimanov m.,140000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,70.0,2,7,2350.35568779757
Nərimanov r.,290000,Çıxarış var,Ipoteka yoxdur,Təmirli,136.0,3,2,2262.3388868301045
28 May m.,240000,Çıxarış var,İpoteka var,Təmirli,111.0,3,18,2292.720682644982
Nəriman Nərimanov m.,314180,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,136.6,3,10,2350.35568779757
Nəriman Nərimanov m.,267000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,103.0,3,2,2350.35568779757
Nərimanov r.,178000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,142.0,3,8,2262.3388868301045
Gənclik m.,319000,Çıxarış var,İpoteka var,Təmirli,120.0,3,14,2404.484840820714
Nərimanov r.,320000,Çıxarış var,Ipoteka yoxdur,Təmirli,214.0,4,12,2262.3388868301045
28 May m.,262000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,102.0,3,11,2292.720682644982
Nəriman Nərimanov m.,325000,Çıxarış var,Ipoteka yoxdur,Təmirli,165.0,5,17,2350.35568779757
Nəriman Nərimanov m.,205000,Çıxarış var,Ipoteka yoxdur,Təmirli,91.0,2,8,2350.35568779757
Nəriman Nərimanov m.,179000,Çıxarış var,İpoteka var,Təmirli,84.0,2,4,2350.35568779757
Gənclik m.,225000,Çıxarış var,İpoteka var,Təmirli,90.0,2,5,2404.484840820714
Nəriman Nərimanov m.,320000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,112.0,3,12,2350.35568779757
Gənclik m.,455000,Çıxarış var,İpoteka var,Təmirli,200.0,4,4,2404.484840820714
Nərimanov r.,260000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,153.0,3,19,2262.3388868301045
Nəriman Nərimanov m.,138000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,165.0,3,11,2350.35568779757
Nərimanov r.,255000,Çıxarış var,İpoteka var,Təmirli,106.0,3,12,2262.3388868301045
Nəriman Nərimanov m.,320000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,189.0,4,10,2350.35568779757
Nərimanov r.,250000,Çıxarış var,Ipoteka yoxdur,Təmirli,78.5,2,15,2262.3388868301045
Nərimanov r.,335000,Çıxarış var,İpoteka var,Təmirsiz,210.0,4,8,2262.3388868301045
Nəriman Nərimanov m.,216000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,100.0,3,14,2350.35568779757
Gənclik m.,128000,Çıxarış var,İpoteka var,Təmirli,43.0,2,10,2404.484840820714
Nərimanov r.,485000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,205.0,4,5,2262.3388868301045
Nəriman Nərimanov m.,95000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,34.6,1,13,2350.35568779757
Nəriman Nərimanov m.,180000,Çıxarış var,Ipoteka yoxdur,Təmirli,84.0,2,4,2350.35568779757
Nəriman Nərimanov m.,425000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,130.0,3,4,2350.35568779757
Koroğlu m.,182000,Çıxarış var,Ipoteka yoxdur,Təmirli,75.0,2,7,1573.4246575342465
Nərimanov r.,189000,Çıxarış var,İpoteka var,Təmirli,75.0,2,10,2262.3388868301045
Nərimanov r.,262000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,101.0,3,11,2262.3388868301045
Nərimanov r.,198000,Çıxarış var,Ipoteka yoxdur,Təmirli,80.0,2,4,2262.3388868301045
Nərimanov r.,312200,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,111.5,3,6,2262.3388868301045
Nərimanov r.,380000,Çıxarış var,İpoteka var,Təmirsiz,172.0,3,19,2262.3388868301045
Nəriman Nərimanov m.,260000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,100.3,2,8,2350.35568779757
Nəriman Nərimanov m.,119000,Çıxarış var,İpoteka var,Təmirli,35.0,2,7,2350.35568779757
Nərimanov r.,145000,Çıxarış var,İpoteka var,Təmirli,55.0,2,12,2262.3388868301045
28 May m.,215000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,80.0,3,5,2292.720682644982
Nəriman Nərimanov m.,182000,Çıxarış var,Ipoteka yoxdur,Təmirli,84.0,2,4,2350.35568779757
Nərimanov r.,313000,Çıxarış var,Ipoteka yoxdur,Təmirli,175.0,3,5,2262.3388868301045
Nərimanov r.,260000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,115.0,3,11,2262.3388868301045
Nərimanov r.,285000,Çıxarış var,İpoteka var,Təmirli,110.0,3,5,2262.3388868301045
Nərimanov r.,262000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,105.0,3,11,2262.3388868301045
Nərimanov r.,490000,Çıxarış var,Ipoteka yoxdur,Təmirli,220.0,4,17,2262.3388868301045
Nərimanov r.,295000,Çıxarış var,İpoteka var,Təmirli,128.0,3,15,2262.3388868301045
Nəriman Nərimanov m.,298000,Çıxarış var,Ipoteka yoxdur,Təmirli,126.0,3,18,2350.35568779757
Nəriman Nərimanov m.,220000,Çıxarış var,Ipoteka yoxdur,Təmirli,80.0,2,3,2350.35568779757
Nərimanov r.,260000,Çıxarış var,Ipoteka yoxdur,Təmirli,97.0,3,9,2262.3388868301045
Nəriman Nərimanov m.,256000,Çıxarış var,Ipoteka yoxdur,Təmirli,127.0,3,9,2350.35568779757
Nəriman Nərimanov m.,260000,Çıxarış var,Ipoteka yoxdur,Təmirli,85.0,3,7,2350.35568779757
Nərimanov r.,285000,Çıxarış var,İpoteka var,Təmirli,98.0,3,5,2262.3388868301045
Nəriman Nərimanov m.,360000,Çıxarış var,İpoteka var,Təmirsiz,150.0,3,13,2350.35568779757
Nərimanov r.,177000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,70.0,2,9,2262.3388868301045
Nərimanov r.,355000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,151.0,3,14,2262.3388868301045
Nəriman Nərimanov m.,165000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,80.0,2,10,2350.35568779757
Nərimanov r.,143000,Çıxarış var,İpoteka var,Təmirli,56.0,1,6,2262.3388868301045
Nəriman Nərimanov m.,265000,Çıxarış var,İpoteka var,Təmirli,121.0,3,15,2350.35568779757
Nəriman Nərimanov m.,180000,Çıxarış var,İpoteka var,Təmirli,75.0,2,2,2350.35568779757
Nəriman Nərimanov m.,189000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,86.0,2,14,2350.35568779757
Nərimanov r.,235660,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,117.8,3,5,2262.3388868301045
Nərimanov r.,260000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,100.0,3,19,2262.3388868301045
Gənclik m.,250000,Çıxarış var,İpoteka var,Təmirli,79.0,3,15,2404.484840820714
Nərimanov r.,155000,Çıxarış var,İpoteka var,Təmirli,84.0,2,13,2262.3388868301045
Nərimanov r.,200000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,78.0,2,4,2262.3388868301045
Nəriman Nərimanov m.,195000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,65.0,2,14,2350.35568779757
Nəriman Nərimanov m.,159000,Çıxarış var,İpoteka var,Təmirli,55.0,2,4,2350.35568779757
Nəriman Nərimanov m.,290000,Çıxarış var,Ipoteka yoxdur,Təmirli,101.0,3,13,2350.35568779757
Nərimanov r.,155000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,55.0,2,3,2262.3388868301045
Nərimanov r.,310000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,145.0,3,9,2262.3388868301045
Nərimanov r.,250000,Çıxarış var,Ipoteka yoxdur,Təmirli,78.5,3,15,2262.3388868301045
Nəriman Nərimanov m.,169000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,65.5,2,12,2350.35568779757
Nərimanov r.,270000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,140.0,3,5,2262.3388868301045
Gənclik m.,240000,Çıxarış var,İpoteka var,Təmirli,85.0,2,6,2404.484840820714
Nərimanov r.,262000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,105.0,3,11,2262.3388868301045
Nəriman Nərimanov m.,133000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,66.0,1,9,2350.35568779757
Nəriman Nərimanov m.,340000,Çıxarış var,Ipoteka yoxdur,Təmirli,172.0,3,9,2350.35568779757
Nəriman Nərimanov m.,330000,Çıxarış var,İpoteka var,Təmirli,113.0,3,4,2350.35568779757
Nəriman Nərimanov m.,310000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,155.0,3,9,2350.35568779757
Nərimanov r.,375000,Çıxarış var,Ipoteka yoxdur,Təmirli,129.0,3,8,2262.3388868301045
Nəriman Nərimanov m.,176000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,68.0,2,2,2350.35568779757
Nəriman Nərimanov m.,265000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,102.1,3,2,2350.35568779757
28 May m.,156000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,80.0,2,7,2292.720682644982
Nərimanov r.,330000,Çıxarış var,Ipoteka yoxdur,Təmirli,122.0,3,11,2262.3388868301045
Nərimanov r.,312000,Çıxarış var,Ipoteka yoxdur,Təmirli,160.0,4,13,2262.3388868301045
Nərimanov r.,194700,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,97.4,2,7,2262.3388868301045
28 May m.,215000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,77.0,2,9,2292.720682644982
Nəriman Nərimanov m.,256000,Çıxarış var,Ipoteka yoxdur,Təmirli,127.0,3,9,2350.35568779757
Nərimanov r.,403000,Çıxarış var,İpoteka var,Təmirli,142.0,3,5,2262.3388868301045
Nəriman Nərimanov m.,210000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,105.0,3,9,2350.35568779757
Nəriman Nərimanov m.,350000,Çıxarış var,Ipoteka yoxdur,Təmirli,171.0,4,11,2350.35568779757
Nəriman Nərimanov m.,308000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,152.0,4,3,2350.35568779757
Nəriman Nərimanov m.,185000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,66.0,2,12,2350.35568779757
Nəriman Nərimanov m.,185000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,70.0,2,12,2350.35568779757
Nəriman Nərimanov m.,320000,Çıxarış var,Ipoteka yoxdur,Təmirli,112.0,3,12,2350.35568779757
Nəriman Nərimanov m.,310000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,145.0,3,9,2350.35568779757
Gənclik m.,265000,Çıxarış var,Ipoteka yoxdur,Təmirli,125.0,3,15,2404.484840820714
Nəriman Nərimanov m.,385000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,147.0,4,10,2350.35568779757
Nəriman Nərimanov m.,179000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,103.0,2,4,2350.35568779757
Nəriman Nərimanov m.,149500,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,51.0,2,6,2350.35568779757
Nərimanov r.,260000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,100.0,3,19,2262.3388868301045
Nəriman Nərimanov m.,220000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,80.0,2,3,2350.35568779757
8 Noyabr m.,134000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,70.0,2,2,2189.8477742287632
Nəriman Nərimanov m.,205000,Çıxarış var,İpoteka var,Təmirli,90.0,2,6,2350.35568779757
Gənclik m.,184900,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,72.0,2,5,2404.484840820714
Nərimanov r.,252000,Çıxarış var,İpoteka var,Təmirli,108.0,3,13,2262.3388868301045
Gənclik m.,164800,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,65.0,2,10,2404.484840820714
Nəriman Nərimanov m.,150000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,52.0,2,6,2350.35568779757
Nəriman Nərimanov m.,245000,Çıxarış var,İpoteka var,Təmirsiz,178.0,3,6,2350.35568779757
28 May m.,154000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,70.0,2,5,2292.720682644982
Nəriman Nərimanov m.,189000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,87.0,2,14,2350.35568779757
Nəriman Nərimanov m.,285000,Çıxarış var,İpoteka var,Təmirli,150.0,3,17,2350.35568779757
Gənclik m.,225000,Çıxarış yoxdur,İpoteka var,Təmirsiz,120.0,2,11,2404.484840820714
Nərimanov r.,165000,Çıxarış var,Ipoteka yoxdur,Təmirli,80.0,2,14,2262.3388868301045
Nərimanov r.,310000,Çıxarış var,İpoteka var,Təmirsiz,162.0,4,3,2262.3388868301045
Nərimanov r.,330000,Çıxarış var,İpoteka var,Təmirsiz,169.0,4,10,2262.3388868301045
8 Noyabr m.,198001,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,110.0,3,2,2189.8477742287632
Nəriman Nərimanov m.,310000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,145.0,3,9,2350.35568779757
Nəriman Nərimanov m.,182000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,75.0,2,3,2350.35568779757
Nərimanov r.,259000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,105.0,3,11,2262.3388868301045
Nərimanov r.,300000,Çıxarış var,İpoteka var,Təmirli,150.0,3,7,2262.3388868301045
Nəriman Nərimanov m.,188000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,96.0,3,16,2350.35568779757
Gənclik m.,385000,Çıxarış var,Ipoteka yoxdur,Təmirli,185.0,4,3,2404.484840820714
Nəriman Nərimanov m.,180000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,120.0,2,3,2350.35568779757
Nərimanov r.,175000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,68.0,3,15,2262.3388868301045
Nəriman Nərimanov m.,255000,Çıxarış var,İpoteka var,Təmirli,100.0,3,13,2350.35568779757
Nəriman Nərimanov m.,178000,Çıxarış var,İpoteka var,Təmirli,71.0,2,14,2350.35568779757
8 Noyabr m.,188500,Çıxarış var,İpoteka var,Təmirli,100.0,4,3,2189.8477742287632
Nəriman Nərimanov m.,410000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,216.0,4,10,2350.35568779757
Nəriman Nərimanov m.,200000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,86.0,2,10,2350.35568779757
28 May m.,330000,Çıxarış var,Ipoteka yoxdur,Təmirli,142.0,3,6,2292.720682644982
Nəriman Nərimanov m.,200000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,86.0,2,10,2350.35568779757
Nəriman Nərimanov m.,230000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,123.0,3,12,2350.35568779757
Nərimanov r.,254000,Çıxarış var,İpoteka var,Təmirli,110.0,3,13,2262.3388868301045
Nərimanov r.,193000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,68.0,2,16,2262.3388868301045
Nəriman Nərimanov m.,210000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,88.0,2,15,2350.35568779757
Nərimanov r.,375000,Çıxarış var,İpoteka var,Təmirli,217.0,4,12,2262.3388868301045
Nəriman Nərimanov m.,216720,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,103.2,3,11,2350.35568779757
Nərimanov r.,418404,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,199.2,5,12,2262.3388868301045
Nəriman Nərimanov m.,187000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,70.0,2,5,2350.35568779757
Nərimanov r.,215000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,76.0,2,9,2262.3388868301045
Nərimanov r.,380000,Çıxarış var,İpoteka var,Təmirsiz,172.0,3,19,2262.3388868301045
Nərimanov r.,165000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,54.0,2,5,2262.3388868301045
Nəriman Nərimanov m.,150000,Çıxarış var,İpoteka var,Təmirli,57.0,2,11,2350.35568779757
Nəriman Nərimanov m.,116000,Çıxarış var,İpoteka var,Təmirli,38.0,2,6,2350.35568779757
Gənclik m.,290000,Çıxarış var,İpoteka var,Təmirli,115.0,3,12,2404.484840820714
Nəriman Nərimanov m.,410000,Çıxarış var,Ipoteka yoxdur,Təmirli,128.0,3,4,2350.35568779757
Nərimanov r.,159000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,57.0,2,12,2262.3388868301045
Nəriman Nərimanov m.,300000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,132.0,3,13,2350.35568779757
Gənclik m.,230000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,100.0,3,6,2404.484840820714
Nəriman Nərimanov m.,195000,Çıxarış var,İpoteka var,Təmirli,68.0,2,9,2350.35568779757
Nərimanov r.,260000,Çıxarış var,Ipoteka yoxdur,Təmirli,100.0,3,19,2262.3388868301045
Nərimanov r.,140000,Çıxarış var,İpoteka var,Təmirli,55.0,2,7,2262.3388868301045
Nərimanov r.,272000,Çıxarış var,İpoteka var,Təmirsiz,136.4,3,5,2262.3388868301045
Gənclik m.,378000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,125.0,3,7,2404.484840820714
Nəriman Nərimanov m.,260000,Çıxarış var,Ipoteka yoxdur,Təmirli,130.0,3,10,2350.35568779757
Nəriman Nərimanov m.,315000,Çıxarış var,İpoteka var,Təmirsiz,152.0,4,3,2350.35568779757
Nəriman Nərimanov m.,361000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,129.0,3,10,2350.35568779757
Nəriman Nərimanov m.,179000,Çıxarış var,İpoteka var,Təmirli,80.0,2,4,2350.35568779757
Nəriman Nərimanov m.,259000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,78.0,3,7,2350.35568779757
Nəriman Nərimanov m.,267000,Çıxarış var,İpoteka var,Təmirli,105.0,3,7,2350.35568779757
Nərimanov r.,193000,Çıxarış var,İpoteka var,Təmirsiz,66.0,2,16,2262.3388868301045
Nəriman Nərimanov m.,185000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,66.0,2,12,2350.35568779757
Nərimanov r.,429000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,232.0,4,10,2262.3388868301045
Gənclik m.,128000,Çıxarış var,İpoteka var,Təmirli,43.0,2,10,2404.484840820714
Nərimanov r.,158000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,69.0,2,12,2262.3388868301045
Gənclik m.,225000,Çıxarış yoxdur,İpoteka var,Təmirsiz,120.0,2,11,2404.484840820714
Nərimanov r.,508860,Çıxarış var,Ipoteka yoxdur,Təmirsiz,231.0,4,4,2262.3388868301045
Nəriman Nərimanov m.,438000,Çıxarış var,İpoteka var,Təmirli,185.0,4,12,2350.35568779757
Nəriman Nərimanov m.,455000,Çıxarış var,Ipoteka yoxdur,Təmirli,235.0,4,9,2350.35568779757
Nəriman Nərimanov m.,149500,Çıxarış var,İpoteka var,Təmirli,65.0,2,3,2350.35568779757
Nəriman Nərimanov m.,365000,Çıxarış var,İpoteka var,Təmirli,125.0,3,6,2350.35568779757
Nəriman Nərimanov m.,369000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,238.0,4,16,2350.35568779757
Nəriman Nərimanov m.,210000,Çıxarış var,Ipoteka yoxdur,Təmirli,90.0,2,6,2350.35568779757
Nəriman Nərimanov m.,290000,Çıxarış var,Ipoteka yoxdur,Təmirli,130.0,3,6,2350.35568779757
Nəriman Nərimanov m.,355000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,142.0,3,12,2350.35568779757
Nəriman Nərimanov m.,267000,Çıxarış var,Ipoteka yoxdur,Təmirli,93.0,3,8,2350.35568779757
Nəriman Nərimanov m.,182000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,72.0,2,12,2350.35568779757
Nəriman Nərimanov m.,480000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,138.0,4,10,2350.35568779757
